date,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2009-09-01,90.18,2.52,15,"1994-09-01 2008-09-01",18.63,1.53,15,"1994-09-01 2008-09-01",17.58,1.16,15,"1994-09-01 2008-09-01",56.68,4.4,15,"1994-09-01 2008-09-01",8.57,1.44,15,"1994-09-01 2008-09-01",4.44,1.11,15,"1994-09-01 2008-09-01",98.84,42.38,14,"1995-09-01 2008-09-01",98.84,42.38,14,"1995-09-01 2008-09-01",0,0,14,"1995-09-01 2008-09-01",0,0,14,"1995-09-01 2008-09-01",,,,
2009-08-01,86.51,2.72,15,"1994-08-01 2008-08-01",23.12,1.31,15,"1994-08-01 2008-08-01",17.58,1.33,15,"1994-08-01 2008-08-01",51.87,3.11,15,"1994-08-01 2008-08-01",12.2,1.32,15,"1994-08-01 2008-08-01",4.06,0.91,15,"1994-08-01 2008-08-01",97.46,36.56,14,"1995-08-01 2008-08-01",97.46,36.56,14,"1995-08-01 2008-08-01",0,0,14,"1995-08-01 2008-08-01",0,0,14,"1995-08-01 2008-08-01",,,,
2009-07-01,84.44,3.97,15,"1994-07-01 2008-07-01",24.1,1.22,15,"1994-07-01 2008-07-01",18.86,1.76,15,"1994-07-01 2008-07-01",51.03,3.4,15,"1994-07-01 2008-07-01",13.26,1.14,15,"1994-07-01 2008-07-01",4.7,1.27,15,"1994-07-01 2008-07-01",84.26,41.42,14,"1995-07-01 2008-07-01",84.26,41.42,14,"1995-07-01 2008-07-01",0,0,14,"1995-07-01 2008-07-01",0,0,14,"1995-07-01 2008-07-01",,,,
2009-06-01,81.86,3.94,15,"1994-06-01 2008-06-01",22.52,1.51,15,"1994-06-01 2008-06-01",18.66,1.32,15,"1994-06-01 2008-06-01",48.94,5.39,15,"1994-06-01 2008-06-01",11.2,1.83,15,"1994-06-01 2008-06-01",4.99,1.41,15,"1994-06-01 2008-06-01",81.28,25.12,13,"1996-06-01 2008-06-01",81.28,25.12,13,"1996-06-01 2008-06-01",0,0,13,"1996-06-01 2008-06-01",0,0,13,"1996-06-01 2008-06-01",,,,
2009-05-01,78.15,5.08,15,"1994-05-01 2008-05-01",16.43,2.41,15,"1994-05-01 2008-05-01",20.57,1.56,15,"1994-05-01 2008-05-01",43.62,4.12,15,"1994-05-01 2008-05-01",5.51,1.86,15,"1994-05-01 2008-05-01",6.78,1.6,15,"1994-05-01 2008-05-01",83.74,36.01,13,"1996-05-01 2008-05-01",83.19,35.09,13,"1996-05-01 2008-05-01",0.65,1.87,13,"1996-05-01 2008-05-01",0,0.04,13,"1996-05-01 2008-05-01",,,,
2009-04-01,81.56,7.04,15,"1994-04-01 2008-04-01",9.21,2.4,15,"1994-04-01 2008-04-01",19.46,1.47,15,"1994-04-01 2008-04-01",45.51,7.01,15,"1994-04-01 2008-04-01",-0.97,1.53,15,"1994-04-01 2008-04-01",6.63,0.85,15,"1994-04-01 2008-04-01",66.26,32.78,13,"1996-04-01 2008-04-01",56.42,29.22,13,"1996-04-01 2008-04-01",9.39,10.7,13,"1996-04-01 2008-04-01",3,4.11,12,"1996-04-01 2008-04-01",,,,
2009-03-01,88.15,3.69,15,"1994-03-01 2008-03-01",1.26,1.82,15,"1994-03-01 2008-03-01",18.72,1.18,15,"1994-03-01 2008-03-01",59.53,6.22,15,"1994-03-01 2008-03-01",-9.07,2.32,15,"1994-03-01 2008-03-01",5.81,1.15,15,"1994-03-01 2008-03-01",63.98,35.08,13,"1996-03-01 2008-03-01",29.74,22.67,13,"1996-03-01 2008-03-01",38.29,22.74,13,"1996-03-01 2008-03-01",36.2,18.45,11,"1996-03-01 2008-03-01",,,,
2009-02-01,90.28,3,15,"1994-02-01 2008-02-01",-4.35,2.76,15,"1994-02-01 2008-02-01",18.62,2.41,15,"1994-02-01 2008-02-01",68.54,6.38,15,"1994-02-01 2008-02-01",-14.31,2.74,15,"1994-02-01 2008-02-01",5.7,0.8,15,"1994-02-01 2008-02-01",48.35,24.92,13,"1996-02-01 2008-02-01",9.17,10.29,13,"1996-02-01 2008-02-01",48.59,26.75,13,"1996-02-01 2008-02-01",45.3,13.22,11,"1996-02-01 2008-02-01",,,,
2009-01-01,90.44,3.12,14,"1995-01-01 2008-01-01",-5.94,2.64,14,"1995-01-01 2008-01-01",17.63,1.97,14,"1995-01-01 2008-01-01",72.83,4.4,14,"1995-01-01 2008-01-01",-15.14,3.76,14,"1995-01-01 2008-01-01",5.23,1.34,14,"1995-01-01 2008-01-01",71.59,30.06,13,"1996-01-01 2008-01-01",16.63,23.37,13,"1996-01-01 2008-01-01",70.93,19.67,13,"1996-01-01 2008-01-01",30.9,14.72,11,"1996-01-01 2008-01-01",,,,
2008-12-01,92.39,2.27,14,"1994-12-01 2007-12-01",-2.43,2.47,14,"1994-12-01 2007-12-01",17.1,2.54,14,"1994-12-01 2007-12-01",73.68,3.97,14,"1994-12-01 2007-12-01",-10.11,3.34,14,"1994-12-01 2007-12-01",5.24,1.37,14,"1994-12-01 2007-12-01",85.89,29.46,13,"1995-12-01 2007-12-01",27.43,26.89,13,"1995-12-01 2007-12-01",67.1,33.82,13,"1995-12-01 2007-12-01",16.2,12.81,13,"1995-12-01 2007-12-01",,,,
2008-11-01,92.26,1.83,14,"1994-11-01 2007-11-01",3.39,1.88,14,"1994-11-01 2007-11-01",18.44,2.39,14,"1994-11-01 2007-11-01",68.82,4.03,14,"1994-11-01 2007-11-01",-3.49,2.26,14,"1994-11-01 2007-11-01",5.83,1.39,14,"1994-11-01 2007-11-01",98.11,38.18,13,"1995-11-01 2007-11-01",72.28,42.17,13,"1995-11-01 2007-11-01",24.32,18.75,13,"1995-11-01 2007-11-01",2.3,2.9,12,"1995-11-01 2007-11-01",,,,
2008-10-01,90.77,2.44,14,"1994-10-01 2007-10-01",11.05,1.46,14,"1994-10-01 2007-10-01",17.64,2.06,14,"1994-10-01 2007-10-01",59.37,4.39,14,"1994-10-01 2007-10-01",2.43,1.62,14,"1994-10-01 2007-10-01",5.28,1.53,14,"1994-10-01 2007-10-01",111.92,37.44,13,"1995-10-01 2007-10-01",107.9,38.64,13,"1995-10-01 2007-10-01",2.98,5.5,13,"1995-10-01 2007-10-01",0,0.09,13,"1995-10-01 2007-10-01",,,,
2008-09-01,90.1,2.59,14,"1994-09-01 2007-09-01",18.65,1.59,14,"1994-09-01 2007-09-01",17.53,1.19,14,"1994-09-01 2007-09-01",57.17,4.14,14,"1994-09-01 2007-09-01",8.62,1.48,14,"1994-09-01 2007-09-01",4.48,1.14,14,"1994-09-01 2007-09-01",101.5,42.83,13,"1995-09-01 2007-09-01",101.5,42.83,13,"1995-09-01 2007-09-01",0,0,13,"1995-09-01 2007-09-01",0,0,13,"1995-09-01 2007-09-01",,,,
2008-08-01,86.5,2.81,14,"1994-08-01 2007-08-01",23.12,1.36,14,"1994-08-01 2007-08-01",17.44,1.27,14,"1994-08-01 2007-08-01",51.94,3.21,14,"1994-08-01 2007-08-01",12.2,1.37,14,"1994-08-01 2007-08-01",4.05,0.94,14,"1994-08-01 2007-08-01",99.96,36.77,13,"1995-08-01 2007-08-01",99.96,36.77,13,"1995-08-01 2007-08-01",0,0,13,"1995-08-01 2007-08-01",0,0,13,"1995-08-01 2007-08-01",,,,
2008-07-01,84.35,4.09,14,"1994-07-01 2007-07-01",24.17,1.24,14,"1994-07-01 2007-07-01",18.71,1.73,14,"1994-07-01 2007-07-01",50.83,3.43,14,"1994-07-01 2007-07-01",13.28,1.17,14,"1994-07-01 2007-07-01",4.62,1.28,14,"1994-07-01 2007-07-01",87.03,41.71,13,"1995-07-01 2007-07-01",87.03,41.71,13,"1995-07-01 2007-07-01",0,0,13,"1995-07-01 2007-07-01",0,0,13,"1995-07-01 2007-07-01",,,,
2008-06-01,81.58,3.93,14,"1994-06-01 2007-06-01",22.63,1.5,14,"1994-06-01 2007-06-01",18.47,1.15,14,"1994-06-01 2007-06-01",48.41,5.19,14,"1994-06-01 2007-06-01",11.12,1.87,14,"1994-06-01 2007-06-01",4.83,1.32,14,"1994-06-01 2007-06-01",80.52,26,12,"1996-06-01 2007-06-01",80.52,26,12,"1996-06-01 2007-06-01",0,0,12,"1996-06-01 2007-06-01",0,0,12,"1996-06-01 2007-06-01",,,,
2008-05-01,77.88,5.15,14,"1994-05-01 2007-05-01",16.61,2.4,14,"1994-05-01 2007-05-01",20.25,1.03,14,"1994-05-01 2007-05-01",43.45,4.21,14,"1994-05-01 2007-05-01",5.62,1.88,14,"1994-05-01 2007-05-01",6.56,1.42,14,"1994-05-01 2007-05-01",82.93,37.37,12,"1996-05-01 2007-05-01",82.34,36.39,12,"1996-05-01 2007-05-01",0.71,1.94,12,"1996-05-01 2007-05-01",0,0.04,12,"1996-05-01 2007-05-01",,,,
2008-04-01,81.14,7.11,14,"1994-04-01 2007-04-01",9.12,2.46,14,"1994-04-01 2007-04-01",19.36,1.47,14,"1994-04-01 2007-04-01",45.3,7.21,14,"1994-04-01 2007-04-01",-1.09,1.52,14,"1994-04-01 2007-04-01",6.57,0.84,14,"1994-04-01 2007-04-01",61.6,29.7,12,"1996-04-01 2007-04-01",51.87,25.62,12,"1996-04-01 2007-04-01",9.18,11.11,12,"1996-04-01 2007-04-01",2.3,3.63,11,"1996-04-01 2007-04-01",,,,
2008-03-01,88.31,3.76,14,"1994-03-01 2007-03-01",1.44,1.73,14,"1994-03-01 2007-03-01",18.61,1.13,14,"1994-03-01 2007-03-01",59.1,6.22,14,"1994-03-01 2007-03-01",-8.91,2.32,14,"1994-03-01 2007-03-01",5.72,1.15,14,"1994-03-01 2007-03-01",63.87,36.51,12,"1996-03-01 2007-03-01",29.32,23.54,12,"1996-03-01 2007-03-01",38.2,23.67,12,"1996-03-01 2007-03-01",34.8,18.72,10,"1996-03-01 2007-03-01",,,,
2008-02-01,90.31,3.1,14,"1994-02-01 2007-02-01",-4.26,2.84,14,"1994-02-01 2007-02-01",18.51,2.46,14,"1994-02-01 2007-02-01",67.94,6.17,14,"1994-02-01 2007-02-01",-14.22,2.81,14,"1994-02-01 2007-02-01",5.61,0.76,14,"1994-02-01 2007-02-01",45.78,24.22,12,"1996-02-01 2007-02-01",7.52,8.9,12,"1996-02-01 2007-02-01",47.14,27.34,12,"1996-02-01 2007-02-01",45.9,13.72,10,"1996-02-01 2007-02-01",,,,
2008-01-01,90.38,3.23,13,"1995-01-01 2007-01-01",-6.08,2.69,13,"1995-01-01 2007-01-01",17.46,1.96,13,"1995-01-01 2007-01-01",72.44,4.33,13,"1995-01-01 2007-01-01",-15.38,3.8,13,"1995-01-01 2007-01-01",5.04,1.21,13,"1995-01-01 2007-01-01",65.12,20.83,12,"1996-01-01 2007-01-01",10.95,13.13,12,"1996-01-01 2007-01-01",71.12,20.46,12,"1996-01-01 2007-01-01",31.3,15.36,10,"1996-01-01 2007-01-01",,,,
2007-12-01,92.42,2.36,13,"1994-12-01 2006-12-01",-2.31,2.53,13,"1994-12-01 2006-12-01",17.17,2.63,13,"1994-12-01 2006-12-01",73.33,3.92,13,"1994-12-01 2006-12-01",-10.07,3.47,13,"1994-12-01 2006-12-01",5.18,1.41,13,"1994-12-01 2006-12-01",84.7,30.36,12,"1995-12-01 2006-12-01",27.23,27.98,12,"1995-12-01 2006-12-01",65.64,34.81,12,"1995-12-01 2006-12-01",15.2,12.79,12,"1995-12-01 2006-12-01",,,,
2007-11-01,92.3,1.89,13,"1994-11-01 2006-11-01",3.45,1.93,13,"1994-11-01 2006-11-01",18.27,2.4,13,"1994-11-01 2006-11-01",68.92,4.17,13,"1994-11-01 2006-11-01",-3.38,2.32,13,"1994-11-01 2006-11-01",5.9,1.41,13,"1994-11-01 2006-11-01",98.87,39.65,12,"1995-11-01 2006-11-01",74.24,43.32,12,"1995-11-01 2006-11-01",22.48,18.34,12,"1995-11-01 2006-11-01",2.2,3.01,11,"1995-11-01 2006-11-01",,,,
2007-10-01,90.58,2.43,13,"1994-10-01 2006-10-01",10.89,1.38,13,"1994-10-01 2006-10-01",17.75,2.1,13,"1994-10-01 2006-10-01",58.96,4.29,13,"1994-10-01 2006-10-01",2.29,1.59,13,"1994-10-01 2006-10-01",5.37,1.55,13,"1994-10-01 2006-10-01",108.78,37.29,12,"1995-10-01 2006-10-01",104.42,38.22,12,"1995-10-01 2006-10-01",3.23,5.66,12,"1995-10-01 2006-10-01",0,0.1,12,"1995-10-01 2006-10-01",,,,
2007-09-01,90.29,2.58,13,"1994-09-01 2006-09-01",18.63,1.65,13,"1994-09-01 2006-09-01",17.51,1.23,13,"1994-09-01 2006-09-01",57.19,4.3,13,"1994-09-01 2006-09-01",8.67,1.52,13,"1994-09-01 2006-09-01",4.54,1.16,13,"1994-09-01 2006-09-01",105.53,42.15,12,"1995-09-01 2006-09-01",105.53,42.15,12,"1995-09-01 2006-09-01",0,0,12,"1995-09-01 2006-09-01",0,0,12,"1995-09-01 2006-09-01",,,,
2007-08-01,86.68,2.84,13,"1994-08-01 2006-08-01",23.07,1.4,13,"1994-08-01 2006-08-01",17.5,1.3,13,"1994-08-01 2006-08-01",52.3,3.04,13,"1994-08-01 2006-08-01",12.19,1.42,13,"1994-08-01 2006-08-01",4.14,0.91,13,"1994-08-01 2006-08-01",103.46,36.13,12,"1995-08-01 2006-08-01",103.46,36.13,12,"1995-08-01 2006-08-01",0,0,12,"1995-08-01 2006-08-01",0,0,12,"1995-08-01 2006-08-01",,,,
2007-07-01,84.27,4.23,13,"1994-07-01 2006-07-01",24.23,1.26,13,"1994-07-01 2006-07-01",18.59,1.73,13,"1994-07-01 2006-07-01",51.02,3.49,13,"1994-07-01 2006-07-01",13.39,1.14,13,"1994-07-01 2006-07-01",4.69,1.3,13,"1994-07-01 2006-07-01",86.83,43.41,12,"1995-07-01 2006-07-01",86.83,43.41,12,"1995-07-01 2006-07-01",0,0,12,"1995-07-01 2006-07-01",0,0,12,"1995-07-01 2006-07-01",,,,
2007-06-01,81.63,4.07,13,"1994-06-01 2006-06-01",22.58,1.55,13,"1994-06-01 2006-06-01",18.39,1.16,13,"1994-06-01 2006-06-01",48.58,5.34,13,"1994-06-01 2006-06-01",11.17,1.93,13,"1994-06-01 2006-06-01",4.87,1.36,13,"1994-06-01 2006-06-01",81.82,26.78,11,"1996-06-01 2006-06-01",81.82,26.78,11,"1996-06-01 2006-06-01",0,0,11,"1996-06-01 2006-06-01",0,0,11,"1996-06-01 2006-06-01",,,,
2007-05-01,78.58,4.67,13,"1994-05-01 2006-05-01",16.48,2.45,13,"1994-05-01 2006-05-01",20.3,1.05,13,"1994-05-01 2006-05-01",44.08,3.67,13,"1994-05-01 2006-05-01",5.56,1.94,13,"1994-05-01 2006-05-01",6.58,1.47,13,"1994-05-01 2006-05-01",87.75,35.28,11,"1996-05-01 2006-05-01",87.11,34.23,11,"1996-05-01 2006-05-01",0.77,2.02,11,"1996-05-01 2006-05-01",0,0.05,11,"1996-05-01 2006-05-01",,,,
2007-04-01,81.49,7.25,13,"1994-04-01 2006-04-01",9.16,2.55,13,"1994-04-01 2006-04-01",19.45,1.49,13,"1994-04-01 2006-04-01",45,7.4,13,"1994-04-01 2006-04-01",-1.15,1.56,13,"1994-04-01 2006-04-01",6.65,0.81,13,"1994-04-01 2006-04-01",60.75,30.87,11,"1996-04-01 2006-04-01",51.15,26.64,11,"1996-04-01 2006-04-01",9.11,11.6,11,"1996-04-01 2006-04-01",2.5,3.75,10,"1996-04-01 2006-04-01",,,,
2007-03-01,88.37,3.9,13,"1994-03-01 2006-03-01",1.4,1.79,13,"1994-03-01 2006-03-01",18.63,1.17,13,"1994-03-01 2006-03-01",59.42,6.35,13,"1994-03-01 2006-03-01",-8.95,2.4,13,"1994-03-01 2006-03-01",5.85,1.1,13,"1994-03-01 2006-03-01",63.91,38.13,11,"1996-03-01 2006-03-01",28.55,24.44,11,"1996-03-01 2006-03-01",39.62,24.23,11,"1996-03-01 2006-03-01",37.1,18.27,9,"1996-03-01 2006-03-01",,,,
2007-02-01,90.82,2.6,13,"1994-02-01 2006-02-01",-4.06,2.84,13,"1994-02-01 2006-02-01",18.14,2.13,13,"1994-02-01 2006-02-01",68.95,5.16,13,"1994-02-01 2006-02-01",-13.96,2.75,13,"1994-02-01 2006-02-01",5.66,0.76,13,"1994-02-01 2006-02-01",48.04,24.07,11,"1996-02-01 2006-02-01",8.2,8.99,11,"1996-02-01 2006-02-01",48.3,28.28,11,"1996-02-01 2006-02-01",48.5,11.73,9,"1996-02-01 2006-02-01",,,,
2007-01-01,90.42,3.36,12,"1995-01-01 2006-01-01",-6.22,2.75,12,"1995-01-01 2006-01-01",17.26,1.9,12,"1995-01-01 2006-01-01",72.57,4.48,12,"1995-01-01 2006-01-01",-15.64,3.84,12,"1995-01-01 2006-01-01",5.11,1.24,12,"1995-01-01 2006-01-01",67.25,20.47,11,"1996-01-01 2006-01-01",11.4,13.62,11,"1996-01-01 2006-01-01",73.48,19.74,11,"1996-01-01 2006-01-01",33.8,14.14,9,"1996-01-01 2006-01-01",,,,
2006-12-01,92.29,2.41,12,"1994-12-01 2005-12-01",-2.48,2.56,12,"1994-12-01 2005-12-01",16.63,1.9,12,"1994-12-01 2005-12-01",73.03,3.92,12,"1994-12-01 2005-12-01",-10.37,3.44,12,"1994-12-01 2005-12-01",4.97,1.25,12,"1994-12-01 2005-12-01",81.12,29.18,11,"1995-12-01 2005-12-01",21.52,21.5,11,"1995-12-01 2005-12-01",68.32,35.16,11,"1995-12-01 2005-12-01",16.1,12.98,11,"1995-12-01 2005-12-01",,,,
2006-11-01,92.05,1.75,12,"1994-11-01 2005-11-01",3.4,2,12,"1994-11-01 2005-11-01",18.34,2.49,12,"1994-11-01 2005-11-01",68.32,3.76,12,"1994-11-01 2005-11-01",-3.52,2.36,12,"1994-11-01 2005-11-01",5.96,1.46,12,"1994-11-01 2005-11-01",101.04,40.72,11,"1995-11-01 2005-11-01",76.54,44.54,11,"1995-11-01 2005-11-01",22.43,19.16,11,"1995-11-01 2005-11-01",2.3,3.15,10,"1995-11-01 2005-11-01",,,,
2006-10-01,90.67,2.51,12,"1994-10-01 2005-10-01",11.05,1.31,12,"1994-10-01 2005-10-01",17.56,2.07,12,"1994-10-01 2005-10-01",59.07,4.45,12,"1994-10-01 2005-10-01",2.38,1.62,12,"1994-10-01 2005-10-01",5.15,1.4,12,"1994-10-01 2005-10-01",108.56,38.94,11,"1995-10-01 2005-10-01",106.63,39.18,11,"1995-10-01 2005-10-01",1.8,3.2,11,"1995-10-01 2005-10-01",0,0.02,11,"1995-10-01 2005-10-01",,,,
2006-09-01,90.32,2.69,12,"1994-09-01 2005-09-01",18.77,1.63,12,"1994-09-01 2005-09-01",17.46,1.27,12,"1994-09-01 2005-09-01",57.1,4.46,12,"1994-09-01 2005-09-01",8.81,1.5,12,"1994-09-01 2005-09-01",4.62,1.18,12,"1994-09-01 2005-09-01",104.1,43.75,11,"1995-09-01 2005-09-01",104.1,43.75,11,"1995-09-01 2005-09-01",0,0,11,"1995-09-01 2005-09-01",0,0,11,"1995-09-01 2005-09-01",,,,
2006-08-01,86.82,2.91,12,"1994-08-01 2005-08-01",23.11,1.45,12,"1994-08-01 2005-08-01",17.51,1.35,12,"1994-08-01 2005-08-01",52.61,2.96,12,"1994-08-01 2005-08-01",12.24,1.47,12,"1994-08-01 2005-08-01",4.06,0.9,12,"1994-08-01 2005-08-01",102.86,37.68,11,"1995-08-01 2005-08-01",102.86,37.68,11,"1995-08-01 2005-08-01",0,0,11,"1995-08-01 2005-08-01",0,0,11,"1995-08-01 2005-08-01",,,,
2006-07-01,84.13,4.38,12,"1994-07-01 2005-07-01",24.12,1.26,12,"1994-07-01 2005-07-01",18.36,1.61,12,"1994-07-01 2005-07-01",51.15,3.6,12,"1994-07-01 2005-07-01",13.31,1.15,12,"1994-07-01 2005-07-01",4.76,1.33,12,"1994-07-01 2005-07-01",86.98,45.34,11,"1995-07-01 2005-07-01",86.98,45.34,11,"1995-07-01 2005-07-01",0,0,11,"1995-07-01 2005-07-01",0,0,11,"1995-07-01 2005-07-01",,,,
2006-06-01,82.28,3.55,12,"1994-06-01 2005-06-01",22.56,1.61,12,"1994-06-01 2005-06-01",18.46,1.18,12,"1994-06-01 2005-06-01",49.15,5.17,12,"1994-06-01 2005-06-01",11.1,1.99,12,"1994-06-01 2005-06-01",4.74,1.33,12,"1994-06-01 2005-06-01",84.02,27.12,10,"1996-06-01 2005-06-01",84.02,27.12,10,"1996-06-01 2005-06-01",0,0,10,"1996-06-01 2005-06-01",0,0,10,"1996-06-01 2005-06-01",,,,
2006-05-01,78.58,4.86,12,"1994-05-01 2005-05-01",16.35,2.5,12,"1994-05-01 2005-05-01",20.38,1.06,12,"1994-05-01 2005-05-01",43.98,3.81,12,"1994-05-01 2005-05-01",5.42,1.95,12,"1994-05-01 2005-05-01",6.61,1.53,12,"1994-05-01 2005-05-01",87.39,36.98,10,"1996-05-01 2005-05-01",86.68,35.88,10,"1996-05-01 2005-05-01",0.85,2.1,10,"1996-05-01 2005-05-01",0,0.05,10,"1996-05-01 2005-05-01",,,,
2006-04-01,81.9,7.41,12,"1994-04-01 2005-04-01",8.93,2.53,12,"1994-04-01 2005-04-01",19.41,1.54,12,"1994-04-01 2005-04-01",45.16,7.68,12,"1994-04-01 2005-04-01",-1.32,1.5,12,"1994-04-01 2005-04-01",6.59,0.82,12,"1994-04-01 2005-04-01",60.24,32.34,10,"1996-04-01 2005-04-01",50.5,27.86,10,"1996-04-01 2005-04-01",9.18,12.16,10,"1996-04-01 2005-04-01",2.8,3.87,9,"1996-04-01 2005-04-01",,,,
2006-03-01,88.72,3.86,12,"1994-03-01 2005-03-01",1.27,1.8,12,"1994-03-01 2005-03-01",18.54,1.17,12,"1994-03-01 2005-03-01",59.83,6.44,12,"1994-03-01 2005-03-01",-9.13,2.41,12,"1994-03-01 2005-03-01",5.8,1.13,12,"1994-03-01 2005-03-01",65.21,39.76,10,"1996-03-01 2005-03-01",27.09,25.18,10,"1996-03-01 2005-03-01",42.68,23.29,10,"1996-03-01 2005-03-01",37.9,19.25,8,"1996-03-01 2005-03-01",,,,
2006-02-01,91.04,2.58,12,"1994-02-01 2005-02-01",-4,2.95,12,"1994-02-01 2005-02-01",18.17,2.22,12,"1994-02-01 2005-02-01",68.93,5.37,12,"1994-02-01 2005-02-01",-13.91,2.86,12,"1994-02-01 2005-02-01",5.56,0.7,12,"1994-02-01 2005-02-01",46.77,24.89,10,"1996-02-01 2005-02-01",8.92,9.12,10,"1996-02-01 2005-02-01",46.25,28.87,10,"1996-02-01 2005-02-01",48.9,12.38,8,"1996-02-01 2005-02-01",,,,
2006-01-01,90.23,3.45,11,"1995-01-01 2005-01-01",-6.6,2.56,11,"1995-01-01 2005-01-01",17.05,1.84,11,"1995-01-01 2005-01-01",71.99,4.22,11,"1995-01-01 2005-01-01",-16.22,3.47,11,"1995-01-01 2005-01-01",4.91,1.09,11,"1995-01-01 2005-01-01",65.47,20.65,10,"1996-01-01 2005-01-01",10.87,14.18,10,"1996-01-01 2005-01-01",72.47,20.43,10,"1996-01-01 2005-01-01",34.9,14.66,8,"1996-01-01 2005-01-01",,,,
2005-12-01,92.4,2.49,11,"1994-12-01 2004-12-01",-2.34,2.63,11,"1994-12-01 2004-12-01",16.36,1.75,11,"1994-12-01 2004-12-01",72.57,3.77,11,"1994-12-01 2004-12-01",-10.33,3.59,11,"1994-12-01 2004-12-01",4.83,1.2,11,"1994-12-01 2004-12-01",84.94,27.86,10,"1995-12-01 2004-12-01",23.67,21.39,10,"1995-12-01 2004-12-01",69,36.8,10,"1995-12-01 2004-12-01",16.2,13.6,10,"1995-12-01 2004-12-01",,,,
2005-11-01,91.97,1.81,11,"1994-11-01 2004-11-01",3.41,2.09,11,"1994-11-01 2004-11-01",17.98,2.28,11,"1994-11-01 2004-11-01",68.12,3.87,11,"1994-11-01 2004-11-01",-3.48,2.46,11,"1994-11-01 2004-11-01",5.72,1.27,11,"1994-11-01 2004-11-01",97.02,40.58,10,"1995-11-01 2004-11-01",72.83,45.07,10,"1995-11-01 2004-11-01",21.82,19.99,10,"1995-11-01 2004-11-01",2.3,3.32,9,"1995-11-01 2004-11-01",,,,
2005-10-01,91.08,2.19,11,"1994-10-01 2004-10-01",10.91,1.27,11,"1994-10-01 2004-10-01",17.74,2.08,11,"1994-10-01 2004-10-01",59.28,4.59,11,"1994-10-01 2004-10-01",2.21,1.59,11,"1994-10-01 2004-10-01",5.34,1.3,11,"1994-10-01 2004-10-01",112.48,38.72,10,"1995-10-01 2004-10-01",110.35,39.2,10,"1995-10-01 2004-10-01",1.98,3.31,10,"1995-10-01 2004-10-01",0,0.02,10,"1995-10-01 2004-10-01",,,,
2005-09-01,90.71,2.46,11,"1994-09-01 2004-09-01",18.57,1.56,11,"1994-09-01 2004-09-01",17.3,1.21,11,"1994-09-01 2004-09-01",57.87,3.82,11,"1994-09-01 2004-09-01",8.74,1.55,11,"1994-09-01 2004-09-01",4.69,1.2,11,"1994-09-01 2004-09-01",107.83,44.18,10,"1995-09-01 2004-09-01",107.83,44.18,10,"1995-09-01 2004-09-01",0,0,10,"1995-09-01 2004-09-01",0,0,10,"1995-09-01 2004-09-01",,,,
2005-08-01,86.67,2.99,11,"1994-08-01 2004-08-01",23.08,1.51,11,"1994-08-01 2004-08-01",17.41,1.36,11,"1994-08-01 2004-08-01",52.66,3.09,11,"1994-08-01 2004-08-01",12.23,1.53,11,"1994-08-01 2004-08-01",4.17,0.86,11,"1994-08-01 2004-08-01",103.35,39.49,10,"1995-08-01 2004-08-01",103.35,39.49,10,"1995-08-01 2004-08-01",0,0,10,"1995-08-01 2004-08-01",0,0,10,"1995-08-01 2004-08-01",,,,
2005-07-01,84.81,3.93,11,"1994-07-01 2004-07-01",23.96,1.2,11,"1994-07-01 2004-07-01",18.42,1.67,11,"1994-07-01 2004-07-01",51.66,3.31,11,"1994-07-01 2004-07-01",13.24,1.18,11,"1994-07-01 2004-07-01",4.77,1.39,11,"1994-07-01 2004-07-01",84.9,47.05,10,"1995-07-01 2004-07-01",84.9,47.05,10,"1995-07-01 2004-07-01",0,0,10,"1995-07-01 2004-07-01",0,0,10,"1995-07-01 2004-07-01",,,,
2005-06-01,82.35,3.69,11,"1994-06-01 2004-06-01",22.39,1.57,11,"1994-06-01 2004-06-01",18.55,1.19,11,"1994-06-01 2004-06-01",48.77,5.23,11,"1994-06-01 2004-06-01",11.01,2.06,11,"1994-06-01 2004-06-01",4.78,1.39,11,"1994-06-01 2004-06-01",87.11,26.86,9,"1996-06-01 2004-06-01",87.11,26.86,9,"1996-06-01 2004-06-01",0,0,9,"1996-06-01 2004-06-01",0,0,9,"1996-06-01 2004-06-01",,,,
